tweet	date	svm	nb	sa-score	sa-rounded
A Chinese naval flotilla from Eastern Theater Command has launched live-fire exercise in the high seas and passed through #TaiwanStrait and Bashi Channel since its sailing on June 17th. https://t.co/p9toguWVRn 	6/25/18	0	0	0.128	1
"China will impose anti-dumping measures on styrene imported from the US, South Korea and the Taiwan region starting from Saturday, the commerce ministry announced on Friday https://t.co/3Hxd99QmJZ "	6/22/18	0	0	-0.296	-1
Taiwan residents show increasingly positive attitude toward mainland: poll https://t.co/3V5CZ4j9hG https://t.co/yARuKag1hd 	6/19/18	0	1	0.5574	1
A Youtuber from China’s #Taiwan has completed a 72-hour #cashless life challenge in Shanghai. Are you ready to take the challenge too?https://t.co/CRjR0KhO8A https://t.co/g7ygXlRNRF 	6/14/18	0	0	0.4767	1
"China firmly opposes of any form of official exchanges and contact between US and Taiwan and has lodged solemn representation with US over the relocation of the  “American Institute in Taiwan,"" said a spokesman for the Taiwan Affairs Office of the State Council on Wednesday. https://t.co/cOFHgasmce "	6/13/18	0	0	-0.0772	-1
#China lodges solemn representations to the US for relocating the “American Institute in Taiwan.” Foreign Ministry spokesperson Geng Shuang said at the daily press briefing on Tuesday. The issue seriously violates the One-China principle and the three China-US joint communiques. https://t.co/ITSWMN4USi 	6/12/18	0	0	-0.6486	-1
"In response to reports that the US is considering sending warship through Taiwan Strait, China’s foreign ministry urged the US to act with caution on Taiwan issue and abide by the one-China principle and 3 joint communiques to avoid damaging ties and regional peace and stability https://t.co/1uGnguLnCO "	6/5/18	0	0	-0.4019	-1
"An F-16 jet crashed during a military drill in northern Taiwan on Monday, according to local media. Wreckage of the plane has been found but the pilot remains missing, reports say. https://t.co/UKoB3Xh5BK "	6/4/18	0	0	-0.4215	-1
"China has resolve and capability to defend its sovereignty, said He Lei, head of Chinese delegation to Shangri-La Dialogue, on Saturday in response to US Defense Secretary Jim Mattis' claim that US would continue to supply weapons to #Taiwan https://t.co/SWwl0jZyUG "	6/2/18	0	1	0.0516	1
"#BREAKING: M4.3 #earthquake rocks Nantou County, south China's Taiwan on Saturday (CENC) https://t.co/c6Z2CnQw5J "	6/1/18	0	0	0	0
"The Taiwan Cultural and Creative team restored the frescoes of the 220th cave in Dunhuang, exhibiting 159 dancers, musicians, gods, and animals in the “Amitabha Pure Land Transfiguration”. Their facial expressions are life-like and three-dimensional. "	5/25/18	0	0	0.6486	1
"#UPDATE: China appreciates Burkina Faso's decision to sever ""diplomatic ties"" with Taiwan, Chinese Foreign Ministry says on Thursday. https://t.co/s6rUiX3Qb0 "	5/24/18	0	0	0.5106	1
"#Breaking: Burkina Faso has ended diplomatic ties with #Taiwan, Reuters reports citing a statement issued by Burkina Faso's foreign ministry. https://t.co/uhQSlPc1Ii "	5/24/18	0	0	0	0
"Muji (Shanghai) Co, a subsidiary of the well-known Japanese retailer #Muji, is fined about $31,300 by local authorities for violating China’s Advertising Law, as the group incorrectly marked China’s island of Taiwan as a country and sold products labeled with “MADE IN TAIWAN” https://t.co/ihLuVtDM1V "	5/23/18	0	0	-0.5423	-1
"#China welcomed the World Health Assembly's (#WHA) decision not to include a proposal to make #Taiwan an observer in the conference's provisional agenda, a spokeperson of China's Foreign Ministry told a news briefing on Tuesday. https://t.co/hymy0c6VIK "	5/22/18	0	0	0.34	1
"China's J-20 fighter jet -- a warcraft that can act as both ""spear"" and ""commander"" in battle, will definitely conduct patrols over the island of Taiwan, said military expert Wang Mingliang. https://t.co/EHNYTMoC1t "	5/18/18	0	0	0.1779	1
"The Chinese mainland will continue to promote implementation of 31 preferential policies aiming to improve people's lives in #Taiwan, which cover fields including education, culture and tourism, said An Fengshan, spokesperson for the Taiwan Affairs Office of the State Council https://t.co/ndcCjk70qX "	5/16/18	0	0	0.6705	1
"No way out for Taiwan independence, said An Fengshan, spokesman for the State Council's Taiwan Affairs Office on Wed at a press conference, adding that the PLA's  military drills and island patrols are intended to send a clear message https://t.co/2VrydI48zF "	5/16/18	0	0	0.1027	1
"Former Taiwan leader Ma Ying-jeou was sentenced to 4 months in jail on Tue by the Taiwan High Court for leaking classified information, which overturned the previous not guilty verdict from a lower court, according to local media. https://t.co/GCApI4hW0P "	5/15/18	0	0	-0.1058	-1
"WATCH: The PLA air force conducts patrol training over China's island of #Taiwan on Friday. Su-35 fighter jets flew over the Bashi Channel in formation with the H-6Ks for the first time, which marks a new breakthrough in island patrol patterns, a military spokesperson said. https://t.co/3APsOapVHF "	5/11/18	0	0	0.1531	1
"China’s air force carried out an operation in its eastern and southern theaters, dispatching bombers and reconnaissance planes around Taiwan on Friday. It was the first time for Su-35 fighter jets to fly over the Bashi Channel in formation with H-6K bombers, a spokesperson said. https://t.co/bjP7LESOHh "	5/11/18	0	0	0.1531	1
"The Chinese Foreign Ministry on Sun urged foreign companies operating in China to respect the country's sovereignty and territorial integrity, after a US statement objected to China's requirement that foreign companies stop listing #HongKong, #Macao, and #Taiwan as ""countries."" https://t.co/XmntZlviXK "	5/6/18	0	0	0.5423	1
"#BREAKING: A 5.2-magnitude #earthquake jolted the waters off Taiwan's Hualien County at 7:47 a.m. Wednesday (Beijing Time), according to the China Earthquake Networks Center. https://t.co/BQRlk39HsA "	5/1/18	0	0	0	0
"Chinese army will take further actions if secessionist ""#Taiwan independence"" forces persist, spokesperson for the Ministry of National Defense said on Thur https://t.co/WWeTZKl3zd "	4/26/18	0	0	0.128	1
"China's air force says it sent multiple aircraft, including the H-6K bomber, to patrol around Taiwan island on Thursday https://t.co/axqA4IwpyW "	4/26/18	0	0	0	0
"#Taiwan is allowed to participate in international events, only based on acceptance of the one-China principle, Chinese mainland spokesperson Wed reiterated, in response to an inquiry regarding the island's desire to attend the annual World Health Assembly (WHA) meeting in May. https://t.co/PkdGinssVK "	4/25/18	0	0	0.6908	1
"China will take further steps if Taiwan independence forces keep on acting recklessly, the mainland's Taiwan affairs office warned on Wednesday https://t.co/JE35Jm1W6A "	4/24/18	0	0	-0.2732	-1
"Accumulated investment in the Chinese mainland made by listed companies in Taiwan expanded to about $78 billion by the end of 2017, 1.47 percent higher than that of 2016, the island's financial supervisory authority said Tuesday. https://t.co/aWKEKSqYG2 "	4/24/18	0	0	0.0772	1
"Any attempt to separate #Taiwan from China is doomed to fail, Chinese mainland spokesman responded to the remarks of the island's executive head, Lai Ching-te, on ""Taiwan independence"" https://t.co/TBF79OYSOC "	4/19/18	0	0	-0.8271	-1
"China's PLA air force conducted island encirclement patrols around #Taiwan with several fighter jets, bombers and surveillance aircraft recently to safeguard national sovereignty and territorial integrity, Air Force spokesman said on Thur https://t.co/jZPU8eNhsB "	4/19/18	0	0	0.7003	1
"Chinese mainland has strong will, full confidence, enough capability to crack down on any ""Taiwan independence"" separatist activities and safeguard national sovereignty and territorial integrity, mainland spokesman responded to PLA's live-fire drill in the #TaiwanStrait on Apr 18 https://t.co/6VHN3eGHBE "	4/13/18	0	0	0.8957	1
"Chinese PLA Navy will conduct a live-fire drill in the waters of the #TaiwanStrait on April 18, Fujian maritime administration announced on Thursday; Military training off Sanya, south China's Hainan Province, concluded on Thur, according to Sanya maritime administration https://t.co/7OBzBvg0Ao "	4/12/18	0	0	0	0
"Chinese mainland has warned Taiwanese authorities that ""courting foreign support to build you up will only invite trouble,"" mainland spokesperson Wed responded to the U.S. Department of State's approval of a marketing license for selling military submarine technology to #Taiwan https://t.co/grs34tAkUa "	4/11/18	0	0	0.3818	1
"Xi Jinping on Tuesday urged the Taiwan business community to promote the peaceful development of cross-Strait relations while meeting Vincent Siew, honorary chairman of the Taiwan-based Cross-Straits Common Market Foundation, who is attending the #Boao2018 Forum for Asia https://t.co/ayjr1Jb0or "	4/10/18	0	0	0.802	1
China urges the #US to stop pursuing any US-Taiwan military ties and stop arms sales to #Taiwan: Ministry of National Defense https://t.co/ljlRWv3iRQ 	4/9/18	0	0	-0.4404	-1
"Who is the best actor? Toddler in China's #Taiwan fooled parents with ""saddest"" crying. https://t.co/fNBjtGTg75 "	4/3/18	0	0	-0.6705	-1
Wow! A camera lost by a diver in Japan was found on a beach in China's #Taiwan by a student 2 years later. Happy ending: the camera still works and will be returned to its owner! https://t.co/XPLfFcD6Sc 	3/30/18	0	0	0.7772	1
"Any outside forces that attempt to ""play the #Taiwan card"" will find their efforts ""futile,"" Chinese mainland spokesperson said Wednesday, in response to recent visits to Taiwan made by U.S. officials. https://t.co/HQzwJLR6Jg "	3/28/18	0	0	-0.128	-1
"Films starring Taiwanese actors who support Taiwan independence will not be released in the Chinese mainland, the spokesperson for China’s Taiwan Affairs Office said at a regular press conference on Wednesday. https://t.co/BHpzMnkMBS "	3/28/18	0	0	0.4019	1
"Taiwan police shot dead 1 criminal, captured 2 others after a gun battle in Kaohsiung early Tuesday morning, local media reports. A large number of weapons, including 2 assault rifles, 4 pistols and a grenade were seized from the criminal's vehicle. https://t.co/Hu8CLS9Ls7 "	3/26/18	0	1	-0.9702	-1
"#BREAKING: Magnitude 4.4 earthquake rocks Yunlin County, south China's Taiwan (CENC) https://t.co/nGFmUKKB7i "	3/22/18	0	0	0	0
"China's aircraft carrier, Liaoning, sailed through the Taiwan Strait on Tuesday, the island's defense authority said on Wednesday https://t.co/5cMzBkIEHS "	3/21/18	0	0	0.2023	1
"#BREAKING: Magnitude 5.1 earthquake strikes Tainan City, South China's Taiwan (CENC) https://t.co/tTVuz9pLsr "	3/20/18	0	0	-0.3612	-1
"China will not tolerate any form of “#Taiwan independence” attempts, Premier Li said, and foreign forces will not be allowed to play the “Taiwan card,” which would bring difficulties to cross-Strait relations #TwoSessions https://t.co/KyRO0VqL5r "	3/20/18	0	0	0.0516	1
"The State Council’s Taiwan Affairs Office and the Association for Relations Across the Taiwan Straits expressed their condolences to the family of Taiwan-based writer Li Ao, who passed away on Sat, recognizing his efforts to promote Chinese culture and cross-Straits relations. https://t.co/YFz7kwDTlB "	3/19/18	0	0	0.3818	1
China lodges stern representations with the US over bill that encourages visits between the US and China's Taiwan at all levels https://t.co/2PbxCGyd4s https://t.co/bazZcBHqdj 	3/18/18	0	0	0.4404	1
"Famous Taiwan writer and cultural figure Li Ao has died due to brain tumor, according to local media reports. He was 83. https://t.co/rdItObRqmM "	3/18/18	0	0	-0.7351	-1
"The Chinese Embassy in the US on Friday expressed China's strong dissatisfaction with and firm opposition to US-Taiwan travel bill, saying it violates the one-China principle. https://t.co/hFHGfxpH7s https://t.co/8GsWx5XiGa "	3/17/18	0	0	-0.4939	-1
"Nearly 60 percent of people aged between 18 and 29 in #Taiwan want to develop a career on the Chinese mainland, a survey showed. https://t.co/I35K97OVkj https://t.co/6UlbLZe01o "	3/15/18	0	0	0.0772	1
"Premier Li Keqiang vowed no tolerance of any separatist scheme or activity for ""Taiwan independence"" in a government work report to the national legislature. #TwoSessions https://t.co/9PeDvx7Fs8 "	3/4/18	0	0	0	0
China’s foreign ministry on Thursday said China had lodged a complaint with the US over the Taiwan Travel Act passed by the US Senate which seriously violates the #OneChina principle and the three China-US Joint communiques https://t.co/npmoiUlJrY 	3/1/18	0	0	-0.7351	-1
"Taiwan businesses are welcome to invest and develop their businesses in the Chinese mainland, but making money while supporting “Taiwan’s independence” and undermining cross-Strait relations will never be allowed: mainland spokesperson https://t.co/iFCUdahx3Q "	2/28/18	0	0	0.3818	1
"A 4.9-magnitude #earthquake hit near #Hualien, Taiwan, on Thursday, no casualties reported https://t.co/TGTi28RX24 "	2/21/18	0	0	-0.296	-1
"China's #MinistryofCommerce will impose anti-dumping measures on imported #styrenemonomer by requiring importers to pay a cash deposit on purchase. It said that the industry in Mainland China has been damaged by the dumping of styrene monomer from South Korea, the U.S. and Taiwan https://t.co/nLhWVpTIEx "	2/12/18	0	0	-0.7783	-1
"Two more mainland tourists were confirmed dead Sunday in the powerful earthquake in Taiwan's Hualien County, bringing the death toll to 17. Rescue work has come to an end after more than 100 hours. https://t.co/5PvbkYFUFN "	2/11/18	0	0	-0.4767	-1
"#UPDATE: #TaiwanEarthquake has killed 14 people as of Saturday, after bodies of an adult and a minor were found. Three more people missing. https://t.co/oOREzhXSnX "	2/10/18	0	0	-0.7893	-1
"#UPDATE The death toll from the #earthquake in #Taiwan rose to 12. The search for the five missing mainland tourists has been halted due to the smell of gas, local firefighting authorities said Friday https://t.co/vuezjaOlkO "	2/9/18	0	0	-0.7269	-1
"#UPDATE The death toll from the #earthquake in #Taiwan rose to 10, with 272 injured and seven still missing https://t.co/LW4zIZqgkE "	2/8/18	0	0	-0.8316	-1
"#UPDATE: 9 people, including 3 female tourists from the mainland, were killed in the #TaiwanEarthquake. 265 others were injured. 62 still unaccounted for as of 6:00 am Thursday. https://t.co/A30iWSjoSx "	2/7/18	0	0	-0.802	-1
"#UPDATE The death toll of the earthquake that struck #Taiwan at 11:50 p.m. on Feb. 6 rose to 7, with at least 67 people missing https://t.co/N2aNr0Bi4y "	2/7/18	0	0	-0.7964	-1
"A powerful 4.6-magnitude aftershock hit Hualian, Taiwan, at a depth of 7 km (4.3 miles) at 7:43 pm local time on Feb. 7. This comes less than a day after a deadly 6.4-magnitude earthquake struck the city https://t.co/sh6CVdlGIE "	2/7/18	0	0	0.2023	1
"Mainland is willing to send rescue team and provide all necessary help to assist earthquake relief work in Taiwan, head of the mainland's Taiwan Affairs Office said on Wed. Death toll has risen to 4 after 2 more bodies were found. https://t.co/2I2ZfpjTdj "	2/7/18	0	0	0.6369	1
#TaiwanEarthquake: 173 people still unaccounted for as of 8:00 am local time; fire reported in one of the severely damaged buildings as rescuers continue their operations https://t.co/GuHDDXnSAn 	2/6/18	0	0	-0.8074	-1
"2 killed, 214 injured after M6.5 #earthquake hit near Hualien County of #Taiwan Tuesday night; rescue operations ongoing: local authorities https://t.co/Y0jOhld1qH "	2/6/18	0	0	-0.5994	-1
"#Taiwan's Consumer Price Index (#CPI) grew by 0.88% year-on-year in January, the island's statistics agency said Tuesday. The agency attributed the rise mainly to price increases in tobacco, fuel, medical services, vegetables, dairy and meat products https://t.co/mqx4IglEVV "	2/6/18	0	0	0	0
"A military helicopter from Taiwan with 6 people on board is feared to have crashed into the sea after it went missing during a medical mission late Monday night, according to local media reports (file pic) https://t.co/dgBgAJTMAU "	2/5/18	0	0	-0.6597	-1
"The eastern Chinese city of #Suzhou added 24 #Taiwan-funded listed companies in 2017, the highest for a city on the Chinese mainland, local authorities said Monday. Last year, Suzhou approved 217 Taiwan-funded businesses, totaling about $1.55 billion USD of investment https://t.co/q9sZfTuWHd "	2/5/18	0	0	0.4215	1
#PeoplesDailyComment Taiwan says “no” to overtime flights during Chinese New Year https://t.co/ReQufgILLn #China and #Taiwan have been fighting back and forth over civilian aviation routes for most of January... https://t.co/3kHG4nQ0pC 	1/31/18	0	0	-0.3612	-1
"The China Air Transport Association blames local authorities in #Taiwan for forcing two mainland airliners to cancel extra flights connecting the island and the mainland, calling the move 'unwise and inhuman' https://t.co/w8WALxDZlQ https://t.co/9BQ2KQQwXf "	1/30/18	0	0	-0.5719	-1
#BREAKING: Explosion and fire erupt at an oil refinery in #Taiwan' s Taoyuan city around 6:40am local time. The fire has been brought under control; no casualties have been reported yet. Cause of incident remains under investigation. https://t.co/5SRdeyKdEI 	1/28/18	1	0	-0.7184	-1
"Marriott International was found to be listing the Taiwan cities Taichung, Taitung, and Tainan as cities in Japan, once again igniting outrage among Chinese netizens. https://t.co/yqqL9NRtp1 https://t.co/iqj6w80db4 "	1/22/18	0	0	-0.5106	-1
"Taiwan has confirmed new outbreaks of bird flu at two farms in Changhua County, and culled more than 13,000 chickens and ducks, the island's animal and plant health inspection and quarantine bureau said on Sat (file pic) https://t.co/tl6HJr2ZoY "	1/20/18	0	0	-0.3818	-1
Mainland civil aviation authorities on Friday strongly condemned Taipei's disregard for the well­-being of the people across the Taiwan Straits by obstructing plans for additional Spring Festival flights. https://t.co/Mpqcyqjle2 	1/19/18	0	0	0.0772	1
#Taiwan has seized a mainland #Chinese ship used for refueling fishing boats along with seven crew members for allegedly crossing the line in waters near Penghu County in southwest Taiwan https://t.co/fXIY85O6aF 	1/16/18	0	0	0	0
"Taiwan authorities on Monday seized a fishing boat from the Chinese mainland and detained 7 on board caught ""trespassing"" near Penghu County: Taiwan media reports https://t.co/K4m5zfVf0d "	1/15/18	0	0	-0.4019	-1
"China’s aviation authority Sat asked all foreign airlines operating routes to China to conduct investigation on their websites, apps &amp; customer-related information, ordering immediate correction if regions of China such as Hong Kong, Macao, &amp; Taiwan have been listed as countries https://t.co/o34LnYBCwM "	1/13/18	0	0	0.0772	1
China’s MFA and other agencies Friday urged overseas companies to show respect for China's sovereignty and territorial integrity after more companies were found to have listed parts of the country such as Taiwan and Tibet as separate nations in public corporate communications. https://t.co/VcG3x7fZ7k 	1/12/18	0	0	0.6908	1
"The American hotel company, #Marriott International, apologized on Thursday for listing Chinese-claimed regions such as Taiwan and Tibet as separate countries on a questionnaire sent to customers https://t.co/0ayODop9Xo "	1/12/18	0	0	0.3182	1
"#UPDATE: Marriott International is being investigated by local authorities in Shanghai for possible violations of China's Cybersecurity Law and Advertising Law after the group was ordered to stop listing Tibet, Hong Kong, Macao, and Taiwan as countries https://t.co/Y0d8QuruuH "	1/10/18	0	0	-0.6808	-1
"Marriott International under fire in China for listing Tibet, Hong Kong, Macao, and Taiwan as ""countries"" in member questionnaire https://t.co/Z3Bosci2NH https://t.co/p44T3K5aIl "	1/9/18	0	0	-0.34	-1
"This is planned routine training and everyone will slowly get used to it, An Fengshan, spokesman for the Taiwan Affairs Office of the State Council, stated Wednesday in response to a question on the recent “island encirclement” exercises near Taiwan https://t.co/UyyM3LYzTP "	12/27/17	0	0	0	0
China expressed its opposition on Monday to “irresponsible remarks made by other countries” on the Taiwan question after a Swedish official reportedly expressed support for Taiwan's participation in international organizations. https://t.co/3VqTXsG9fA 	12/26/17	0	0	0.4019	1
"I'm Chinese, and this is how I see Taiwan: Chinese student @nyuniversity writes op-ed on why #Taiwan is and always will be an inseparable part of #China  https://t.co/KQtMmVKjYp https://t.co/UHFAyx21sw "	12/21/17	0	1	0	0
"The Chinese mainland has condemned Taiwan's reckless oppression of groups that work to promote peaceful reunification, after 4 leaders of the island's pro-mainland party members were arrested https://t.co/Q6DLZC5od8 "	12/19/17	0	0	-0.0516	-1
People's Liberation Army Air Force released a video showing Chinese H-6K strategic bombers and fighter jets conducting island encirclement patrols near an island that is reportedly Taiwan https://t.co/JNRwumMCu8 	12/18/17	0	0	0.1531	1
China opposes and has lodged a complaint over a military budget bill signed on Tuesday by US President @realDonaldTrump into law that allows possible US navy visits to Taiwan: FM spokesman https://t.co/wwfwwLGvTU 	12/14/17	0	0	-0.296	-1
"#BREAKING: Renowned poet Yu Guangzhong has passed away at age 90, according to Taiwan media https://t.co/Al7XOx5cbw "	12/14/17	0	0	0	0
"The Chinese mainland resolutely opposes any official or military exchanges between the US &amp; Taiwan, a mainland spokesperson said Wed. ""Any attempt to undermine the country's sovereignty &amp; territorial integrity is bound to incur the Chinese people's opposition &amp; will not succeed."" https://t.co/5t0lossKDC "	12/13/17	0	1	-0.3022	-1
Doing nothing competition held in SE #China’s #Taiwan with 70 contestants sitting in complete #silence and #staring into air without falling asleep; the competition was invented in 2012 to remind people of taking a break from busy our lives https://t.co/Kzrc6tEv7B 	12/11/17	0	0	0.1139	1
Motorists paradise: Take a look at #motorcycle traffic in southeast #China's #Taiwan https://t.co/fTZqe2zI2L 	12/8/17	0	0	0.6369	1
"China seriously concerned about the Philippine-Taiwan investment pacts, and firmly opposes any official contact, deals of sovereign implications with Taiwan, from nations that have diplomatic ties with China: FM spokesman https://t.co/GZh96j501I "	12/8/17	0	0	-0.1779	-1
"Mainland spokesperson: Recent exercises of PLA military planes near Taiwan were planned regular training; biggest guarantee to stability of Taiwan Strait is to oppose 'Taiwan independence,' adhere to the 1992 Consensus &amp; take a path of peaceful development for cross-Strait ties https://t.co/6KCTGvr4yC "	11/29/17	0	0	0.6369	1
"Taiwan resident Lee Ming-che was sentenced to five years in prison on Tuesday in Hunan province for subversion of state power, and deprived of political rights for two years. Li has refused to appeal. https://t.co/Hxt9H7Z39E "	11/27/17	0	0	-0.8271	-1
"A Magnitude 5.2 earthquake jolts Yunlin County, eastern Taiwan island at 10:20 p.m. local time on Wednesday night; no casualties reported https://t.co/Avf6UkkOLb "	11/22/17	0	0	-0.296	-1
2 fishermen from the Chinese mainland are missing after their boat capsized in Kinmen waters on Sat; 7 of their relatives who tried to search for them near Kinmen were arrested by Taiwan authorities https://t.co/6tWo6kTWty 	11/20/17	0	0	-0.6486	-1
"China on Friday urged the US not to have any official and military contact with Taiwan, following the remarks made by a Pentagon nominee saying he supported naval exchanges with the island https://t.co/mtgIvcS3vS "	11/17/17	0	0	0.3182	1
China’s first cross-sea rail-road bridge has been completed on Thursday in eastern #China’s Fujian province. The 16.3-km bridge connects Fuzhou with Pingtan City off the coast of the Taiwan Strait https://t.co/qHZwmpJyZf https://t.co/Yy3PZdQqsE 	11/17/17	0	0	0	0
"K-pop music award show MAMA apologized on Wed after infuriating Chinese netizens for listing Hong Kong, Macao, and Taiwan as ""countries"" on the voting pages for the upcoming ceremony in Hong Kong https://t.co/Y0a6sjcMPP "	11/16/17	0	0	0.34	1
Taiwan's refusal to adhere to the 1992 Consensus is the crucial reason for its failure in participating in int'l events like Bonn Climate Change Conference: mainland spokesman https://t.co/OHefQM7J13 	11/15/17	0	0	-0.2023	-1
"The failure of Catalonia's effort to declare independence shows that “Taiwan independence” is also ""doomed to failure"" as national unity is paramount for all countries, said spokesman for the Chinese mainland's Taiwan Affairs Office on Wednesday https://t.co/Vl2IG7qOEN https://t.co/zprZT5Lxt9 "	11/15/17	0	0	-0.8957	-1
"Beijing lodged formal complaint over Taiwan leader Tsai Ing-wen's planned transit, urged US to honor its commitment to the one-China policy https://t.co/qvUJDqgkNw "	10/27/17	0	0	0.5574	1
"Chinese President #XiJinping vows resolve, ability to defeat ""#Taiwan independence"" https://t.co/MrG1G0weiG https://t.co/z8WaxPtGQP "	10/18/17	0	0	0.2263	1
China will resolutely oppose and deter separatist activities for Taiwan independence: Xi #19thCPC https://t.co/SMApqB20lu 	10/17/17	0	0	0	0
Horrifying or creative? Café in S. China’s #Taiwan invented this 3D latte cockroach https://t.co/Vf1wYDtTXu https://t.co/Y1G3BAqRnp 	9/29/17	0	1	-0.2023	-1
"China opposes any official contact, military links between #US and #Taiwan https://t.co/8ag6dTOz8W https://t.co/sk43kQJsXM "	9/27/17	0	0	0	0
"A total of 158 Chinese nationals, including 2 from Taiwan, have been evacuated from hurricane-hit Dominica as of Fri evening: MFA https://t.co/bDZqedsd9A "	9/25/17	0	0	0	0
5 Taiwanese confirmed dead after rescuers recovered all of their bodies from the rubble of #Mexicoquake https://t.co/hBMPxL6Eke 	9/22/17	0	1	-0.6486	-1
Chinese Embassy in Mexico confirmed that 3 from Taiwan died in Tuesday's M7.1 #Mexicoquake that killed at least 273 https://t.co/cOKvBjIDHH 	9/21/17	0	0	-0.8442	-1
"#BREAKING Magnitude 5.5 earthquake rocks 77km SSE of Hualian, south China's Taiwan (CENC) https://t.co/tFQmBUx1yZ "	9/20/17	0	0	0	0
"#BREAKING 2 feared dead, 3 others injured in shooting in New Taipei City, NE Taiwan. Police investigation underway https://t.co/kNpfgRKWAX "	9/20/17	0	0	-0.8807	-1
#UPDATE 5 Taiwanese reportedly trapped in the rubble of a toppled office building after powerful M7.1 #earthquake hits Mexico https://t.co/wQFJUrtdpm 	9/20/17	0	1	-0.1531	-1
"Having a bad morning? Cafe in S China's Taiwan could put a smile on your face, by turning your coffee into a perfect 3D portrait of your pet https://t.co/q14ZObDqle "	9/17/17	0	0	0.4019	1
#Taiwan is part of China; China will never allow any attempts to bring in #nuclear weapons into Taiwan: Chinese Ambassador to the US https://t.co/3SaYTpELmP 	9/16/17	0	0	-0.5523	-1
China resolutely opposes any attempts to bring in #nuclear weapons into #Taiwan: Chinese Ambassador to the US https://t.co/pnBgUMj064 https://t.co/kPj438rvp3 	9/16/17	0	0	-0.4404	-1
Attempts to distance Taiwan from Chinese culture will not gain public support: mainland spokesperson https://t.co/Rm7l7CnITR https://t.co/Tytat4hWtX 	9/13/17	0	0	-0.6167	-1
"New KMT chairman acknowledges #OneChinaPolicy, opposes ""Taiwan independence"" on his inauguration ceremony https://t.co/0WXIjBYY4B https://t.co/FXK7QFX6vA "	8/20/17	0	0	0	0
Two Taiwanese were seriously wounded in #BarcelonaAttack; another slightly injured person from HK has been released from hospital: MOFA https://t.co/alRAQkTZ98 	8/18/17	0	0	-0.4779	-1
"Knife-wielding man attacks, injures guard outside Taiwan leader Tsai Ing-wen's office building before arrested by police: local media https://t.co/JTcjGEe82B "	8/17/17	0	0	-0.7184	-1
"6.68M households suffered a major blackout in Taiwan Tue due to human error at a power plant, prompting leading economic official to resign https://t.co/aIjOdQM6g8 "	8/16/17	0	0	-0.8074	-1
"Typhoon Haitang made landfall on Sunday in S China's Taiwan, winds reached 70mph, people were knocked over, 250000 homes left without power https://t.co/ER2dEZxkBi "	7/30/17	0	0	0.1027	1
Indian magazine takes flak for excluding #Taiwan and #Tibet from map of China https://t.co/YV1hbdiusg @IndiaToday https://t.co/fUrLSmpXhr 	7/28/17	0	0	0	0
"Taiwan-based Apple supplier #Foxconn says it will build $10B factory in Wisconsin, US, w/ potential for 13K jobs; #Trump praises investment https://t.co/2RbPqfqEwi "	7/26/17	0	0	0.5267	1
#Thailand to repatriate 44 fraud suspects from Chinese mainland and Taiwan https://t.co/pBAH1BCemH https://t.co/4T33KFAu5H 	7/24/17	0	0	-0.7351	-1
10 Chinese military aircraft reportedly buzz around Taiwan in “unusual” move https://t.co/z5NnZISHZR https://t.co/pUJQAgGdB1 	7/21/17	0	0	0	0
China says it is monitoring situation after reports of US Navy destroyer entering Taiwan Strait https://t.co/I7iUa3WhTE https://t.co/fGCJIyESti 	7/19/17	0	0	-0.4588	-1
"4 dead, 9 injured after multiple vehicles crashed in Taipei, Taiwan on Wed morning https://t.co/VfR5KMygLB "	7/19/17	0	0	-0.7906	-1
"China lodged solemn representations to US over defense act suggesting re-establishing ports of call b/w US, Taiwan https://t.co/DSf2Bqm4xr https://t.co/6TUQr7XNE0 "	7/17/17	0	0	0.0516	1
94 percent of employees in #Taiwan considering job change: survey https://t.co/KjzkWgGZS0 https://t.co/Tp1s21rNF8 	7/15/17	0	1	0	0
China’s aircraft carrier reportedly sails through the Taiwan Strait https://t.co/nUvpDdjPj6 https://t.co/b5ojRRV9HW 	7/11/17	0	0	0	0
China resolutely opposes U.S. arms sales to #Taiwan: spokesperson https://t.co/uwYfnYGmmA https://t.co/dGql3vJ7kd 	6/30/17	0	0	0	0
"China's foreign ministry says China strongly opposes US arms sale to Taiwan, urges it to cancel the deals &amp; end military ties w/ the island https://t.co/jtHWuEI1nr "	6/30/17	0	0	0.0258	1
"US arms sales to Taiwan, new sanctions hurt mutual confidence: Chinese ambassador https://t.co/hwbwScABQG https://t.co/IsT7rWMdkd "	6/30/17	0	0	-0.0258	-1
"US approves first arms sale to Taiwan under Trump administration, deals valued at $1.4 bln https://t.co/sucLfG2Ugu https://t.co/UWQWiwtP66 "	6/29/17	0	0	0.6808	1
Taiwan leader’s Twitter post infuriates the public https://t.co/Qg27fjj9Rx https://t.co/alt7pN14EB 	6/28/17	0	1	-0.5574	-1
"A Taiwanese fishing boat caught fire in the Indian Ocean on Fri, all 25 crew members were saved by passing-by vessels from the mainland https://t.co/ZhWBKiwUlA "	6/16/17	0	0	0.1027	1
Mainland hopes #Taiwan makes wise decision on cross-strait relations https://t.co/2QnpBrtHpE https://t.co/OCezTUrXeD 	6/14/17	0	0	0.7096	1
